"","February_ColaDeBallena","February_EsteroZacatecas","September_ColaDeBallena","September_EsteroZacatecas","February_ColaDeBallena-February_EsteroZacatecas","February_ColaDeBallena-September_ColaDeBallena","February_ColaDeBallena-September_EsteroZacatecas","February_EsteroZacatecas-September_EsteroZacatecas","September_ColaDeBallena-September_EsteroZacatecas","February_ColaDeBallena-February_EsteroZacatecas-September_ColaDeBallena","February_ColaDeBallena-February_EsteroZacatecas-September_EsteroZacatecas","February_ColaDeBallena-September_ColaDeBallena-September_EsteroZacatecas","February_EsteroZacatecas-September_ColaDeBallena-September_EsteroZacatecas","February_ColaDeBallena-February_EsteroZacatecas-September_ColaDeBallena-September_EsteroZacatecas"
"k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales|f__Kangiellaceae",0.0144927536231884,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Thiomicrospirales|f__Thiomicrospiraceae",0.0144927536231884,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Thermodesulfobacteriota|c__Desulfobacteria|o__Desulfatiglandales|f__Desulfatiglandaceae",0.0144927536231884,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Thermodesulfobacteriota|c__Desulfobacteria|o__Desulfobacterales|f__Desulfobacteraceae",0.0144927536231884,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Actinomycetota|c__Actinobacteria|o__Micrococcales|f__Intrasporangiaceae",0,0,0,0,0,0.00854700854700855,0,0,0,0,0,0,0,0.00490196078431373
"k__Bacteria|p__Cyanobacteriota|c__Cyanobacteriia|o__Synechococcales|f__",0,0.0128205128205128,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Gemmatimonadota|c__PAUC43f_marine_benthic_group|o__|f__",0,0.0128205128205128,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Myxococcota|c__Myxococcia|o__Myxococcales|f__Myxococcaceae",0,0.0128205128205128,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Planctomycetota|c__Planctomycetes|o__Planctomycetales|f__",0,0.0128205128205128,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Cyanobacteriota|c__Cyanobacteriia|o__Cyanobacteriales|f__Microcystaceae",0,0,0,0,0,0,0,0.0104166666666667,0,0,0,0,0,0
"k__Bacteria|p__Cyanobacteriota|c__Cyanobacteriia|o__Phormidesmiales|f__Nodosilineaceae",0,0,0,0,0,0,0,0.0104166666666667,0,0,0,0,0,0
"k__Bacteria|p__Planctomycetota|c__Phycisphaerae|o__Phycisphaerales|f__Phycisphaeraceae",0,0,0,0,0,0,0,0.0104166666666667,0,0,0,0,0,0
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Cytophagales|f__Mooreiaceae",0,0,0,0,0,0,0,0.00520833333333333,0,0,0,0,0,0.00490196078431373
"k__Bacteria|p__Deinococcota|c__Deinococci|o__Deinococcales|f__Trueperaceae",0,0,0,0,0,0,0,0.00520833333333333,0,0,0,0,0,0.00490196078431373
"k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Pseudomonadales|f__Marinomonadaceae",0,0,0,0,0,0,0,0,0,0,0,0,0,0.00980392156862745
"k__Bacteria|p__Acidobacteriota|c__Acidobacteriae|o__|f__",0,0,0,0,0,0.00854700854700855,0,0,0,0,0,0,0,0
